Tijelo,1-5,6-10,11-15,16-20,21-40,41-60,61+,Median,Broj neodgovorenih,Najstariji neodgovoreni
"Hrvatski veterinarski institut, Zagreb",0,0,0,0,0,0,0,,1,179 dana
"Hrvatski školski muzej, Zagreb",1,0,0,0,0,0,0,2,,
"Hrvatski športski muzej, Zagreb",0,1,0,0,0,0,0,6,,
"Hrvatski šumarski institut, Jastrebarsko",1,0,0,0,0,0,0,5,,
"Humkom, Hum na Sutli",0,0,0,0,0,0,0,,1,119 dana
"Humvio, Hum na Sutli",0,0,0,0,0,0,0,,1,119 dana
Hvarski vodovod,1,0,0,0,0,0,0,2,,
"HŽ Cargo, Zagreb",0,0,0,0,0,0,0,,1,179 dana
"HŽ Putnički prijevoz, Zagreb",0,0,1,0,0,0,0,12,,
"I. osnovna škola Dugave, Zagreb",0,1,0,0,0,0,0,10,,
I. osnovna škola Petrinja,0,0,1,0,0,0,0,11,,
I. osnovna škola Varaždin,0,1,0,0,0,0,0,9,,
II. osnovna škola Bjelovar,0,1,0,0,0,0,0,10,,
II. osnovna škola Čakovec,0,1,0,0,0,0,0,7,,
III. osnovna škola Bjelovar,0,1,0,0,0,0,0,8,,
III. osnovna škola Varaždin,0,1,0,0,0,0,0,8,,
IV. osnovna škola Bjelovar,0,1,0,0,0,0,0,9,,
IV. osnovna škola Varaždin,0,1,0,0,0,0,0,7,,
"IVKOM, Ivanec",0,1,0,0,0,0,0,8,,
"IVS - Istarski vodozaštitni sustav, Buzet",0,0,0,0,0,0,0,,1,119 dana
Imamo pravo znati (TEST2),0,0,0,0,0,0,0,,1,164 dana
Industrijski park Nova Gradiška,0,0,0,0,0,0,0,,1,119 dana
Industrijsko-obrtnička škola Pula,0,0,1,0,0,0,0,11,,
Industrijsko-obrtnička škola Virovitica,0,0,1,0,0,0,0,12,,
"Industrijsko-obrtnička škola, Slavonski Brod",0,0,1,0,0,0,0,12,,
"Industrijsko-obrtnička škola, Šibenik",0,1,0,0,0,0,0,10,,
"Institut za arheologiju, Zagreb",0,1,0,0,0,0,0,8,,
"Institut za jadranske kulture i melioraciju krša, Split",0,1,0,0,0,0,0,8,,
"Institut za oceanografiju i ribarstvo, Split",0,1,0,0,0,0,0,6,,
"Institut za razvoj i međunarodne odnose, Zagreb",1,0,0,0,0,0,0,2,,
"Istarska regionalna energetska agencija, Labin",1,0,0,0,0,0,0,2,,
"Istarska županija, Pazin",0,1,0,0,0,0,0,10,1,126 dana
"Istarski vodovod, Buzet",0,0,0,0,0,0,0,,1,119 dana
"Ivakop, Ivanić Grad",2,0,0,0,0,0,0,2.5,,
Javna komunalna ustanova Prvenj,1,0,0,0,0,0,0,2,,
Javna ustanova Gradski bazeni Varaždin,1,0,0,0,0,0,0,2,,
"Javna ustanova Nacionalni park Brijuni, Fažana",0,0,0,0,0,0,0,,1,119 dana
Javna ustanova Nacionalni park Kornati,0,0,0,0,0,0,0,,1,119 dana
"Javna ustanova Nacionalni park Krka, Šibenik",1,0,0,0,0,0,0,4,,
Javna ustanova Nacionalni park Mljet,0,0,0,0,0,0,0,,1,119 dana
Javna ustanova Nacionalni park Paklenica,1,0,0,0,0,0,0,4,,
Javna ustanova Nacionalni park Plitvička jezera,1,0,0,0,0,0,0,2,,
Javna ustanova Nacionalni park Risnjak,0,1,0,0,0,0,0,6,,
Javna ustanova Nacionalni park Sjeverni Velebit,1,0,0,0,0,0,0,2,,
Javna ustanova Park prirode Biokovo,0,0,0,0,0,0,0,,1,119 dana
Javna ustanova Park prirode Kopački rit,0,1,0,0,0,0,0,7,,
Javna ustanova Park prirode Lastovsko otočje,0,0,0,0,0,0,0,,1,119 dana
Javna ustanova Park prirode Lonjsko Polje,0,0,0,0,0,0,0,,1,119 dana
Javna ustanova Park prirode Medvednica,0,1,1,0,0,0,0,9,,
Javna ustanova Park prirode Papuk,0,0,0,0,0,0,0,,1,119 dana
Javna ustanova Park prirode Telašćica,1,0,0,0,0,0,0,3,,
Javna ustanova Park prirode Učka,1,0,0,0,0,0,0,2,,
Javna ustanova Park prirode Velebit,1,0,0,0,0,0,0,2,,
Javna ustanova Park prirode Vransko jezero,0,1,0,0,0,0,0,8,,
Javna ustanova Park prirode Žumberak - Samoborsko gorje,0,0,0,0,0,0,0,,1,119 dana
Javna ustanova za upravljanje geomorfološkim spomenicima prirode Pećinski park Grabovača,0,1,0,0,0,0,0,9,,
Javna ustanova za upravljanje park-šumom Marjan,0,0,0,0,0,0,0,,1,119 dana
"Javno komunalno poduzeće Jasenovačka Voda, Jasenovac",0,0,0,0,0,0,0,,1,119 dana
"Ježinac, Tisno",1,0,0,0,0,0,0,5,,
Karlovačka županija,2,0,0,0,0,1,0,5,,
Katedra Čakavskog sabora Grobnišćine: Zavičajni muzej i Zbirka suvremene likovne umjetnosti,0,0,0,0,1,0,0,26,,
"Katolički dječji vrtić Eden, Vinkovci",0,0,0,0,0,0,0,,1,193 dana
Klinički bolnički centar Osijek,0,0,1,0,0,0,0,11,,
Klinički bolnički centar Zagreb,0,0,0,0,0,0,0,,2,33 dana
Kninski muzej,0,0,0,0,0,0,0,,1,33 dana
Komercijalna i trgovačka škola Bjelovar,0,1,0,0,0,0,0,9,,
"Komunalac - Dvor, Dvor",1,0,0,0,0,0,0,2,,
Komunalac - Gvozd,0,0,0,0,0,0,0,,1,119 dana
"Komunalac Fažana, Fažana",1,0,0,0,0,0,0,2,,
Komunalac Požega,0,0,1,0,0,0,0,14,,
Komunalac Vrbovec,1,0,0,0,0,0,0,3,,
"Komunalac, Biograd na Moru",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Bjelovar",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Delnice",1,0,0,0,0,0,0,5,,
"Komunalac, Donji Kukuruzari",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Garešnica",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Glina",1,0,0,0,0,0,0,4,1,2 dana
"Komunalac, Gospić",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Grubišno Polje",1,0,0,0,0,0,0,3,,
"Komunalac, Hrvatska Dubica",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Jurdani",1,0,0,0,0,0,0,2,,
"Komunalac, Konjščina",1,0,0,0,0,0,0,2,,
"Komunalac, Korenica",0,1,0,0,0,0,0,8,,
"Komunalac, Lastovo",0,1,0,0,0,0,0,10,,
"Komunalac, Otočac",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Pakrac",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Samobor",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Sisak",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Slavonski Brod",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Slunj",1,0,0,0,0,0,0,2,,
"Komunalac, Vela Luka",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Vrbovsko",1,0,0,0,0,0,0,2,,
"Komunalac, Vukovar",1,0,0,0,0,0,0,2,,
"Komunalac, Čepin",0,0,0,0,0,0,0,,1,119 dana
"Komunalac, Županja",0,0,0,0,0,0,0,,1,119 dana
"Komunalije i odvodnja, Nin",1,0,0,0,0,0,0,3,,
"Komunalije vodovod, Čazma",0,0,1,0,0,0,0,12,,
"Komunalije, Ilok",0,0,0,0,0,0,0,,1,119 dana
"Komunalije, Novalja",1,0,0,0,0,0,0,5,,
"Komunalije, Čazma",0,0,0,0,0,0,0,,1,119 dana
"Komunalije, Đurđevac",0,0,0,0,0,0,0,,1,119 dana
Komunalije-Plin Đurđevac,0,0,0,0,0,0,0,,1,119 dana
"Komunalne usluge Cres-Lošinj, Cres",0,1,0,0,0,0,0,6,,
"Komunalni centar Ivanić-Grad, Ivanić-Grad",0,0,0,0,0,0,0,,1,119 dana
"Komunalni servis, Rovinj",0,0,0,0,1,0,0,26,,
Komunalni servisi Jasenovac,0,0,0,0,0,0,0,,1,119 dana
Komunalni servisi Kutina,0,0,0,0,0,0,0,,1,119 dana
Komunalno Duga Resa,1,0,0,0,0,0,0,2,,
Komunalno Hvar,1,0,0,0,0,0,0,2,,
Komunalno Kapela,1,0,0,0,0,0,0,2,,
Komunalno Klinča Sela,0,0,0,0,0,0,0,,1,119 dana
Komunalno Ozalj,0,0,0,0,0,0,0,,1,119 dana
Komunalno Topusko,0,0,0,0,0,0,0,,1,119 dana
Komunalno Trpanj,0,0,0,0,0,0,0,,1,119 dana
Komunalno Zabok,1,0,0,0,0,0,0,2,,
"Komunalno društvo Autotrolej, Rijeka",1,0,0,0,0,0,0,2,,
"Komunalno društvo Brinje, Brinje",1,0,0,0,0,0,0,5,,
"Komunalno društvo Dubašnica, Malinska",1,0,0,0,0,0,0,2,,
"Komunalno društvo Grad, Supetar",1,0,0,0,0,0,0,3,,
"Komunalno društvo Jarmina, Jarmina",0,0,0,0,0,0,0,,1,119 dana
"Komunalno društvo Kostrena, Kostrena",0,0,0,0,0,0,0,,1,119 dana
"Komunalno društvo Kozala, Rijeka",1,0,0,0,0,0,0,5,,
"Komunalno društvo Lipa, Slunj",0,0,0,0,0,0,0,,1,119 dana
"Komunalno društvo Rokovci-Andrijaševci, Andrijaševci",0,0,0,0,0,0,0,,1,119 dana
"Komunalno društvo Sabuša II, Kukljica",0,0,0,0,0,0,0,,1,119 dana
"Komunalno društvo Vodovod i kanalizacija, Rijeka",1,0,0,0,0,0,0,2,,
"Komunalno društvo Čistoća, Rijeka",1,0,0,0,0,0,0,2,,
"Komunalno društvo Črnika, Punat",0,1,0,0,0,0,0,10,,
Komunalno drušvo Draganić,1,0,0,0,0,0,0,2,,
Komunalno gospodarstvo Bistra,1,0,0,0,0,0,0,4,,
Komunalno gospodarstvo Brckovljani,0,0,0,0,0,0,0,,1,119 dana
"Komunalno gospodarstvo Park, Donji Miholjac",1,0,0,0,0,0,0,5,,
Komunalno poduzeće Gornja Rijeka,1,0,0,0,0,0,0,2,,
Komunalno poduzeće Kravarsko,0,0,1,0,0,0,0,11,,
Komunalno poduzeće Lekenik,0,0,0,0,0,0,0,,1,119 dana
"Komunalno poduzeće, Knin",1,0,0,0,0,0,0,4,,
"Komunalno poduzeće, Križevci",0,0,0,0,0,0,0,,1,119 dana
"Komunalno trgovačko društvo Bilan, Orebić",1,0,0,0,0,0,0,2,,
"Komunalno trgovačko društvo Fužine, Lič",1,0,0,0,0,0,0,4,,
"Komunalno trgovačko društvo Gmajna, Jagodnjak",0,0,0,0,0,0,0,,1,119 dana
"Komunalno trgovačko društvo Hober, Korčula",1,0,0,0,0,0,0,3,,
"Komunalno trgovačko društvo Ivanj, Novi Vinodolski",1,0,0,0,0,0,0,2,,
"Komunalno trgovačko društvo Mindel, Lumbarda",0,0,0,0,0,0,0,,1,119 dana
"Komunalno trgovačko društvo Vodovod Žrnovnica, Novi Vinodolski",0,0,0,0,0,0,0,,1,119 dana
"Komunalno trgovačko društvo Šodolovci, Ernestinovo",1,0,0,0,0,0,0,3,,
"Komunalno Žumberak, Kostanjevac",1,0,0,0,0,0,0,4,,
"Komunalno-Bilje, Bilje",1,0,0,0,0,0,0,2,,
"Konavosko komunalno društvo, Čilipi",0,0,0,0,0,0,0,,1,119 dana
"Koprivničke vode, Koprivnica",0,1,0,0,0,0,0,9,,
"Koprivničko-križevačka županija, Koprivnica",0,3,0,0,0,0,0,10,,
Krapinsko-zagorska županija,1,2,0,0,0,0,0,8,,
"LINigra - privatna škola s pravom javnosti, Zagreb",0,0,1,0,0,0,0,13,,
"Leć, Vodice",0,0,0,0,0,0,0,,1,119 dana
Ličko-senjska županija,1,1,0,0,1,0,0,10,,
"Lokvarka, Lokve",1,0,0,0,0,0,0,4,,
"Lopar Vrutak, Lopar",1,0,0,0,0,0,0,2,,
"Lovrinac, Split",0,0,0,0,0,0,0,,1,119 dana
"Lošinjski muzej, Mali Lošinj",1,0,0,0,0,0,0,1,,
Lučka uprava Novalja,0,0,0,0,0,0,0,,1,198 dana
MUP Policijska akademija – Visoka policijska škola,0,0,1,0,0,0,0,11,,
Makarski komunalac,1,0,0,0,0,0,0,4,,
"Malakološki muzej (Muzej školjaka), Makarska",0,0,1,0,0,0,0,14,,
Marinski komunalac,0,0,0,0,0,0,0,,1,119 dana
"Med eko servis, Pula",0,0,1,0,0,0,0,11,,
Medicinska škola Bjelovar,0,1,0,0,0,0,0,9,,
Medicinska škola Pula,0,1,0,0,0,0,0,8,,
Medicinska škola Varaždin,0,0,1,0,0,0,0,11,,
Medicinska škola u Rijeci,0,1,0,0,0,0,0,6,,
"Medicinska škola, Šibenik",0,1,0,0,0,0,0,10,,
Memorijalni muzej Spomen-područja Jasenovac,0,0,0,0,0,0,0,,1,33 dana
Međimurska županija,0,3,0,0,0,0,0,9,,
"Ministarstvo državne imovine, Zagreb",0,0,0,0,1,0,0,32,,
"Ministarstvo financija, Zagreb",2,1,3,0,1,0,0,11,1,179 dana
"Ministarstvo gospodarstva, poduzetništva i obrta, Zagreb",1,1,1,1,6,0,0,23,2,154 dana
"Ministarstvo graditeljstva i prostornoga uređenja, Zagreb",1,1,5,1,4,1,0,13,1,80 dana
"Ministarstvo hrvatskih branitelja, Zagreb",0,0,0,1,4,0,0,22,,
"Ministarstvo kulture, Zagreb",0,3,0,3,1,0,2,19,1,77 dana
"Ministarstvo mora, prometa i infrastrukture, Zagreb",0,0,0,0,5,0,1,24,1,70 dana
"Ministarstvo obrane, Zagreb",0,0,0,0,3,0,0,25,1,81 dana
"Ministarstvo poljoprivrede, Zagreb",2,1,0,1,2,0,0,13,,
"Ministarstvo pravosuđa, Zagreb",0,0,0,0,0,0,0,,4,79 dana
"Ministarstvo rada i mirovinskoga sustava, Zagreb",0,0,3,0,2,0,0,14,,
"Ministarstvo regionalnoga razvoja i fondova Europske unije, Zagreb",0,0,0,0,2,1,0,23,,
"Ministarstvo turizma, Zagreb",1,0,0,0,0,3,0,48,,
"Ministarstvo unutarnjih poslova, Zagreb",1,0,4,4,5,1,0,19,,
"Ministarstvo uprave, Zagreb",0,2,1,1,0,0,0,10,1,154 dana
"Ministarstvo vanjskih i europskih poslova, Zagreb",0,0,1,2,3,0,0,23.5,1,67 dana
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku, Zagreb",0,0,5,1,4,0,0,14.5,,
"Ministarstvo zaštite okoliša i energetike, Zagreb",1,1,3,2,8,0,1,25.5,1,39 dana
"Ministarstvo zdravstva, Zagreb",0,0,0,0,1,2,0,42,2,154 dana
"Ministarstvo znanosti i obrazovanja, Zagreb",1,0,1,0,7,0,1,25,3,235 dana
"Mješovita industrijsko-obrtnička škola, Karlovac",0,0,0,0,0,0,0,,1,13 dana
"Monosterium, Nuštar",1,0,0,0,0,0,0,2,,
"Montenes, Višnjan",0,0,0,0,0,0,0,,1,119 dana
"Montessori dječji vrtić Mali cvijetak, Split",0,0,0,0,0,0,0,,1,193 dana
"Muzej - Museo Lapidarium, Novigrad",0,0,0,0,1,0,0,28,,
Muzej Brdovec,1,0,0,0,0,0,0,1,,
Muzej Brodskog Posavlja,0,0,0,0,0,0,0,,1,33 dana
Muzej Cetinske krajine - Sinj,1,0,0,0,0,0,0,4,,
Muzej Gacke Otočac,1,0,0,0,0,0,0,1,,
Muzej Like Gospić,1,0,0,0,0,0,0,1,,
"Muzej Ljudevita Gaja, Krapina",1,0,0,0,0,0,0,4,,
"Muzej Matija Skurjeni, Zaprešić",0,1,0,0,0,0,0,10,,
Muzej Međimurja Čakovec,1,0,0,0,0,0,0,1,,
Muzej Moslavine Kutina,1,0,0,0,0,0,0,3,,
Muzej Općine Jelsa,0,0,0,0,0,0,0,,1,33 dana
"Muzej Petra Preradovića, Pitomača",0,0,0,0,0,0,0,,1,33 dana
"Muzej Prigorja, Zagreb",0,0,0,1,0,0,0,16,,
"Muzej Radboa, Radoboj",1,0,0,0,0,0,0,2,,
Muzej Slavonije,1,0,0,0,0,0,0,1,,
Muzej Staroga Grada,1,0,0,0,0,0,0,2,,
Muzej Sveti Ivan Zelina,0,0,0,0,1,0,0,28,,
Muzej Turopolja,1,0,0,0,0,0,0,2,,
Muzej antičkog stakla u Zadru,1,0,0,0,0,0,0,1,,
"Muzej anđela, Varaždin",0,0,0,0,0,0,0,,1,33 dana
Muzej grada Crikvenice,1,0,0,0,0,0,0,5,,
Muzej grada Iloka,1,0,0,0,0,0,0,5,,
Muzej grada Kaštela,1,0,0,0,0,0,0,1,,
Muzej grada Koprivnice,1,0,0,0,0,0,0,1,,
Muzej grada Krapine,1,0,0,0,0,0,0,4,,
Muzej grada Pakraca,1,0,0,0,0,0,0,1,,
Muzej grada Pazina,1,0,0,0,0,0,0,2,,
"Muzej grada Pregrade Dr. Zlatko Dragutin Tudjina, Pregrada",1,0,0,0,0,0,0,1,,
Muzej grada Rijeke,0,1,0,0,0,0,0,10,,
Muzej grada Skradina,0,1,0,0,0,0,0,7,,
Muzej grada Splita,0,1,0,0,0,0,0,7,,
Muzej grada Trogira,0,0,1,0,0,0,0,12,,
Muzej grada Umaga,1,0,0,0,0,0,0,1,,
Muzej grada Zagreba,1,0,0,0,0,0,0,1,,
Muzej grada Šibenika,0,0,0,0,0,0,0,,1,33 dana
"Muzej hrvatskih arheoloških spomenika, Split",1,0,0,0,0,0,0,1,,
"Muzej hrvatskog vatrogastva, Varaždin",1,0,0,0,0,0,0,1,,
Muzej hvarske baštine,1,0,0,0,0,0,0,1,,
Muzej informatike i informatičke tehnologije Peek&Poke,0,0,0,0,0,0,0,,1,33 dana
"Muzej likovnih umjetnosti, Osijek",1,0,0,0,0,0,0,1,,
"Muzej moderne i suvremene umjetnosti, Rijeka",0,1,0,0,0,0,0,9,,
Muzej otoka Brača,0,1,0,0,0,0,0,8,,
"Muzej prekinutih veza, Zagreb",1,0,0,0,0,0,0,1,,
Muzej suvremene umjetnosti Istre,1,0,0,0,0,0,0,4,,
"Muzej suvremene umjetnosti, Zagreb",0,0,1,0,0,0,0,11,,
"Muzej triljskog kraja, Trilj",1,0,0,0,0,0,0,1,,
"Muzej vučedolske kulture, Vukovar",1,0,0,0,0,0,0,1,,
"Muzej za umjetnost i obrt, Zagreb",0,1,0,0,0,0,0,8,,
"Muzej Đakovštine, Đakovo",1,0,0,0,0,0,0,1,,
Muzej športa Split - Kuća slave splitskog športa,1,0,0,0,0,0,0,3,,
"Muzeji Hrvatskog zagorja, Gornja Stubica",1,0,0,0,0,0,0,1,,
Muzeji Ivana Meštrovića,1,0,0,0,0,0,0,3,,
"Muzeji i galerije Konavala, Cavtat",1,0,0,0,0,0,0,1,,
"Muzejska zbirka Bribir, Općina Vinodolska",1,0,0,0,0,0,0,2,,
"Muzejska zbirka Mošćenice, Mošćenička Draga",0,0,0,0,0,0,0,,1,33 dana
Muzejske zbirke Centra za kulturu Vela Luka,0,0,0,0,0,0,0,,1,33 dana
"Muzejski dokumentacijski centar, Zagreb",0,1,0,0,0,0,0,6,,
Narodni muzej Labin,1,0,0,0,0,0,0,1,,
Narodni muzej Zadar,0,0,1,0,0,0,0,12,,
Narodni muzej i galerija Novi Vinodolski,0,0,0,0,1,0,0,22,,
Našička razvojna agencija NARA,0,0,0,0,0,0,0,,1,230 dana
Našički park,1,0,0,0,0,0,0,3,,
"Našički vodovod, Našice",0,1,0,0,0,0,0,10,,
"Neretvansko-Pelješko-Korčulanski-Lastovski vodovod, Korčula",1,0,0,0,0,0,0,3,,
"Novokom, Novska",1,0,0,0,0,0,0,2,,
"Obala i parkovi, Preko",1,0,0,0,0,0,0,3,,
"Obrtna tehnička škola, Split",0,0,1,0,0,0,0,11,,
"Obrtnička i industrijska graditeljska škola, Zagreb",0,1,0,0,0,0,0,9,,
Obrtnička škola Bjelovar,0,1,0,0,0,0,0,10,,
"Obrtnička škola Gojka Matuline, Zadar",0,0,0,0,0,0,0,,1,13 dana
Obrtnička škola Osijek,0,1,0,0,0,0,0,8,,
"Obrtnička škola za osobne usluge, Zagreb",0,1,0,0,0,0,0,10,,
"Obrtnička škola, Opatija",0,1,0,0,0,0,0,10,,
"Obrtnička škola, Slavonski Brod",0,0,1,0,0,0,0,11,,
"Obrtnička škola, Split",0,0,0,0,0,0,0,,1,13 dana
"Odlagalište, Nova Gradiška",1,0,0,0,0,0,0,4,,
"Oprema pod tlakom, Zagreb",0,0,0,0,0,0,0,,1,251 dana
Općina Andrijaševci,1,0,0,0,0,0,0,2,,
Općina Antunovac,0,1,0,0,0,0,0,10,,
Općina Babina Greda,0,0,0,0,1,0,0,22,,
Općina Bale,1,0,0,0,0,0,0,5,,
Općina Barban,0,1,0,0,0,0,0,9,,
Općina Barilović,1,0,0,0,0,0,0,1,,
Općina Bedekovčina,1,0,0,0,0,0,0,1,,
Općina Bedenica,0,1,0,0,0,0,0,6,,
Općina Bednja,0,0,0,0,0,0,0,,1,47 dana
Općina Belica,0,0,1,0,0,0,0,12,,
Općina Berek,0,1,0,0,0,0,0,9,,
Općina Beretinec,0,1,0,0,0,0,0,6,,
Općina Bilice,1,0,0,0,0,0,0,5,,
Općina Bilje,0,0,0,0,0,0,0,,1,47 dana
Općina Bistra,0,1,0,0,0,0,0,10,,
Općina Bizovac,0,0,0,0,0,0,0,,1,47 dana
Općina Blato,1,0,0,0,0,0,0,3,,
Općina Bogdanovci,1,0,0,0,0,0,0,3,,
Općina Borovo,0,1,0,0,0,0,0,10,,
Općina Bosiljevo,1,0,0,0,0,0,0,0,,
Općina Bošnjaci,0,0,0,0,1,0,0,23,,
Općina Brckovljani,1,0,0,0,0,0,0,4,,
Općina Brestovac,1,0,0,0,0,0,0,2,,
Općina Breznički Hum,1,0,0,0,0,0,0,5,,
Općina Brinje,0,1,0,0,0,0,0,6,,
Općina Brod Moravice,1,0,0,0,0,0,0,4,,
Općina Brtonigla,0,0,0,0,0,0,0,,1,47 dana
Općina Bukovlje,1,0,0,0,0,0,0,0,,
Općina Cerna,1,0,0,0,0,0,0,2,,
Općina Cernik,1,0,0,0,0,0,0,0,,
Općina Cerovlje,0,1,0,0,0,0,0,9,,
Općina Cestica,0,1,0,0,0,0,0,10,,
Općina Cetingrad,0,0,0,0,0,0,0,,1,47 dana
"Općina Civljane, Kijevo",0,0,0,0,1,0,0,28,,
Općina Darda,0,1,0,0,0,0,0,8,,
Općina Davor,0,0,0,0,0,0,0,,1,47 dana
Općina Dekanovec,0,1,0,0,0,0,0,8,,
Općina Desinić,0,1,0,0,0,0,0,6,,
Općina Dežanovac,1,0,0,0,0,0,0,0,,
Općina Dobrinj,0,0,0,0,0,0,0,,1,47 dana
Općina Donja Dubrava,1,0,0,0,0,0,0,0,,
Općina Donja Motičina,1,0,0,0,0,0,0,0,,
Općina Donja Voća,1,0,0,0,0,0,0,3,,
Općina Donji Andrijevci,0,0,0,0,0,0,0,,1,47 dana
Općina Donji Kraljevec,1,0,0,0,0,0,0,2,,
Općina Donji Kukuruzari,0,1,0,0,0,0,0,6,,
Općina Donji Lapac,1,0,0,0,0,0,0,2,,
Općina Donji Vidovec,0,0,1,0,0,0,0,14,,
Općina Dragalić,0,1,0,0,0,0,0,6,,
Općina Draž,0,0,0,0,1,0,0,21,,
Općina Drenje,0,1,0,0,0,0,0,9,,
Općina Drnje,0,1,0,0,0,0,0,8,,
Općina Dubrava,1,0,0,0,0,0,0,1,,
Općina Dubravica,0,0,0,0,0,0,0,,1,47 dana
Općina Dubrovačko Primorje,0,0,0,0,0,0,0,,1,47 dana
Općina Dugi Rat,0,0,1,0,0,0,0,11,,
Općina Dugopolje,0,0,1,0,0,0,0,11,,
Općina Dvor,1,0,0,0,0,0,0,4,,
Općina Erdut,1,0,0,0,0,0,0,5,,
Općina Ernestinovo,0,0,0,1,0,0,0,19,,
Općina Ervenik,0,0,0,0,0,0,0,,1,47 dana
Općina Farkaševac,1,0,0,0,0,0,0,0,,
Općina Fažana,0,1,0,0,0,0,0,6,,
Općina Ferdinandovac,1,0,0,0,0,0,0,0,,
Općina Feričanci,0,0,0,0,0,0,0,,1,47 dana
Općina Funtana - Fontane,1,0,0,0,0,0,0,2,,
Općina Fužine,0,1,0,0,0,0,0,10,,
Općina Generalski Stol,1,0,0,0,0,0,0,1,,
Općina Gola,1,0,0,0,0,0,0,2,,
Općina Goričan,0,1,0,0,0,0,0,10,,
Općina Gorjani,0,1,0,0,0,0,0,10,,
Općina Gornja Stubica,0,1,0,0,0,0,0,9,,
Općina Gornja Vrba,1,0,0,0,0,0,0,1,,
Općina Gornji Bogićevci,0,0,1,0,0,0,0,11,,
Općina Gornji Kneginec,0,0,0,0,0,1,0,47,,
Općina Gornji Mihaljevec,0,0,0,0,0,0,0,,1,47 dana
Općina Gradac,0,0,0,0,0,0,0,,1,47 dana
Općina Gradec,0,0,0,0,0,0,0,,1,47 dana
Općina Gradina,0,0,1,0,0,0,0,14,,
Općina Gradište,0,0,0,0,0,0,0,,1,47 dana
Općina Gračac,1,0,0,0,0,0,0,3,,
Općina Gračišće,0,0,1,0,0,0,0,11,,
Općina Grožnjan,0,0,0,0,0,0,0,,1,47 dana
Općina Gundinci,1,0,0,0,0,0,0,0,,
Općina Gunja,0,0,0,0,0,0,0,,1,47 dana
Općina Gvozd,1,0,0,0,0,0,0,1,,
Općina Hercegovac,0,0,0,0,0,0,0,,1,47 dana
Općina Hlebine,0,1,0,0,0,0,0,9,,
Općina Hrašćina,0,0,0,0,0,0,0,,1,47 dana
Općina Hrvace,1,0,0,0,0,0,0,3,,
Općina Hrvatska Dubica,1,0,0,0,0,0,0,1,,
Općina Hum na Sutli,0,0,0,0,0,0,0,,1,47 dana
Općina Ivankovo,1,0,1,0,0,0,0,8.5,,
Općina Ivanska,1,0,0,0,0,0,0,4,,
Općina Jagodnjak,1,0,0,0,0,0,0,1,,
Općina Jakovlje,0,0,0,0,0,0,0,,1,47 dana
Općina Jakšić,1,0,0,0,0,0,0,2,,
Općina Jalžabet,1,0,0,0,0,0,0,5,,
Općina Janjina,0,0,0,0,0,0,0,,1,47 dana
Općina Jarmina,1,1,0,0,0,0,0,6,,
Općina Jasenice,0,1,0,0,0,0,0,9,,
Općina Jasenovac,0,0,0,0,0,0,0,,1,47 dana
Općina Jelenje,0,1,0,0,0,0,0,9,,
Općina Jelsa,0,0,0,0,0,0,0,,1,47 dana
Općina Jesenje,0,0,0,0,0,0,0,,1,47 dana
Općina Josipdol,0,0,0,0,0,0,0,,1,47 dana
Općina Kali,1,0,0,0,0,0,0,5,,
Općina Kalinovac,1,0,0,0,0,0,0,2,,
Općina Kalnik,1,0,0,0,0,0,0,2,,
Općina Kamanje,1,0,0,0,0,0,0,1,,
Općina Kanfanar,1,0,0,0,0,0,0,5,,
Općina Kapela,0,1,0,0,0,0,0,9,,
Općina Kaptol,0,0,0,1,0,0,0,19,,
Općina Karojba,1,0,0,0,0,0,0,2,,
Općina Kaštelir-Labinci,1,0,0,0,0,0,0,0,,
Općina Kijevo,0,0,1,0,0,0,0,12,,
Općina Kistanje,1,0,0,0,0,0,0,2,,
Općina Klakar,0,1,0,0,0,0,0,9,,
Općina Klana,0,1,0,0,0,0,0,10,,
Općina Klenovnik,0,0,0,0,0,0,0,,1,47 dana
Općina Klinča Sela,0,1,0,0,0,0,0,10,,
Općina Klis,0,0,0,0,1,0,0,34,,
Općina Kloštar Ivanić,0,1,0,0,0,0,0,8,,
Općina Kloštar Podravski,0,1,0,0,0,0,0,8,,
Općina Kneževi Vinogradi,1,0,0,0,0,0,0,3,,
Općina Kolan,1,0,0,0,0,0,0,5,1,91 dana
Općina Konavle,0,1,0,0,0,0,0,10,,
Općina Konjščina,0,0,0,0,0,0,0,,1,47 dana
Općina Končanica,0,1,0,0,0,0,0,10,,
Općina Koprivnički Bregi,0,0,0,0,0,0,0,,1,47 dana
Općina Koprivnički Ivanec,0,1,0,0,0,0,0,6,,
