"url","Ulica","Povrsina","Vrsta","Korisnik","Nacin koristenja","Djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20DUBROVNIK%200004","AVENIJA DUBROVNIK 0004","20,90","poslovni prostor","URIHO-USTANOVA ZA REHABILITACIJU HENDIKEPIRANIH OSOBA PROFESIONALNOM REHABILITACIJOM I ZAPOŠLJAVANJEM","ugovor o korištenju","djelatnosti kreativnih radionica za osobe s invaliditetom, izložbeni prostor, te prodaju proizvoda nastalih radom radionica i proizvoda iz proizvodnog asortimana URIHO-a"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20DUBROVNIK%200004","AVENIJA DUBROVNIK 0004","20,00","poslovni prostor","URIHO-USTANOVA ZA REHABILITACIJU HENDIKEPIRANIH OSOBA PROFESIONALNOM REHABILITACIJOM I ZAPOŠLJAVANJEM","ugovor o korištenju","djelatnosti kreativnih radionica za osobe s invaliditetom, izložbeni prostor, te prodaju proizvoda nastalih radom radionica i proizvoda iz proizvodnog asortimana URIHO-a"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20DUBROVNIK%200004","AVENIJA DUBROVNIK 0004","26,30","poslovni prostor","URIHO-USTANOVA ZA REHABILITACIJU HENDIKEPIRANIH OSOBA PROFESIONALNOM REHABILITACIJOM I ZAPOŠLJAVANJEM","ugovor o korištenju","djelatnosti kreativnih radionica za osobe s invaliditetom, izložbeni prostor, te prodaju proizvoda nastalih radom radionica i proizvoda iz proizvodnog asortimana URIHO-a"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20DUBROVNIK%200012","AVENIJA DUBROVNIK 0012","6,50","poslovni prostor","EMIL STERNAK","ugovor o zakupu","trgovine na malo, novom robom kao specijaliziranom prodavaonicom i prodajom robe u kiosku (novine, tiskanice, taksa, cigareta, papirna galanterija, bezalkoholna pića, konditorski proizvodi, telekomunikacijski bonovi i kartice, pisaći pribor, školski pribor, higijenski proizvodi i dr)"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20DUBROVNIK%200040","AVENIJA DUBROVNIK 0040","19,73","poslovni prostor","KREATIVNA UDRUGA ""SVA LICA""","ugovor o zakupu","trgovina torbica, kožne galanterije, modnih dodataka i nakita"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20DUBROVNIK%200040","AVENIJA DUBROVNIK 0040","7,00","poslovni prostor","ROGIĆ JADRANKA","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20MARINA%20DRŽIĆA%200011","AVENIJA MARINA DRŽIĆA 0011","71,67","poslovni prostor","OSTALI SUVLASNICI","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20MARINA%20DRŽIĆA%200011","AVENIJA MARINA DRŽIĆA 0011","57,00","poslovni prostor","OSTALI SUVLASNICI","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20MARINA%20DRŽIĆA%200071","AVENIJA MARINA DRŽIĆA 0071","71,99","poslovni prostor","SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - Gradska organizacija SDP Zagreb","ugovor o zakupu","djelatnosti Stranke"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20MARINA%20DRŽIĆA%200071","AVENIJA MARINA DRŽIĆA 0071","26,80","poslovni prostor","GEA ELIT D.O.O.","ugovor o zakupu","računovodstveno knjigovodstveni servis"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20MARINA%20DRŽIĆA%200071/A","AVENIJA MARINA DRŽIĆA 0071/A","65,00","poslovni prostor","UDRUGA ZA PROMICANJE KVALITETNOG OBRAZOVANJA MLADIH S INVALIDITETOM ""ZAMISLI""","ugovor o korištenju","provođenje radnji s ciljem promicanja kvalitetnog obrazovanja osoba s invaliditetom"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=AVENIJA%20MARINA%20DRŽIĆA%200071/B","AVENIJA MARINA DRŽIĆA 0071/B","30,68","poslovni prostor","Only men stuff d.o.o.","ugovor o zakupu","uredske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BABONIĆEVA%200065","BABONIĆEVA 0065","15,00","garaža","PAULIK NEVENKA","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BADALIĆEVA%200023/A","BADALIĆEVA 0023/A","430,66","zgrada","LADA d.o.o. / Ustanova za obrazovanje odraslih Adiutor","ugovor o zakupu","profesionalna rehabilitacija i zapošljavanje invalida, te obrazovanje odraslih"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BARČIĆEVA%200006","BARČIĆEVA 0006","29,00","poslovni prostor","BEŠLIĆ NINA","ugovor o privremenom korištenju","potrebe ateliera"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BARČIĆEVA%200006","BARČIĆEVA 0006","25,00","poslovni prostor","MAKANEC-FILIPČIĆ MARTA","ugovor o zakupu","atelje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BARČIĆEVA%200008","BARČIĆEVA 0008","29,00","poslovni prostor","JURIĆ DUJE / KSENIJA TURČIĆ","ugovor o korištenju","atelje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BARČIĆEVA%200008","BARČIĆEVA 0008","29,00","poslovni prostor","NIKŠIĆ KREŠIMIR","ugovor o privremenom korištenju","potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BARUNA%20TRENKA%200007","BARUNA TRENKA 0007","12,00","garaža","KLINŽIĆ ZORA","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BEDNJANSKA%200002","BEDNJANSKA 0002","99,00","poslovni prostor","AUTORAD dd","ugovor o zakupu","trgovačko servisna djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BENCEKOVIĆ%20STJEPANA%200046","BENCEKOVIĆ STJEPANA 0046","59,52","poslovni prostor","DOM ZDRAVLJA ZAGREB - CENTAR","upravljanje i korištenje","zdravstvenu djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BERISLAVIĆEVA%200020","BERISLAVIĆEVA 0020","450,00","poslovni prostor","KARLOVAČKA BANKA D.D.","ugovor o zakupu","bankarska djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BERNARDA%20VUKASA%200030","BERNARDA VUKASA 0030","70,40","poslovni prostor","HRVATSKI OBREDNI ZDRUG JAZOVKA","ugovor o korištenju","održavanje sastanaka članova, istraživanje i obradu materijala, te za koordinaciju sa srodnim udrugama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BERNARDA%20VUKASA%200030","BERNARDA VUKASA 0030","73,64","poslovni prostor","HRVATSKO AGRONOMSKO DRUŠTVO","ugovor o korištenju","skladištenje arhivske građe"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BERSEČKA%200005","BERSEČKA 0005","20,00","garaža","ŽIVANOVIĆ BRANKA","ugovor o zakupu","smještaj osobnog vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BIANKINIJEVA%200012/A","BIANKINIJEVA 0012/A","28,00","poslovni prostor","VEJZOVIĆ MUNIR","ugovor o korištenju","za potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BIANKINIJEVA%200012/A","BIANKINIJEVA 0012/A","31,00","poslovni prostor","VRLIĆ ANTON","ugovor o privremenom korištenju","potrebe ateliera"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BIANKINIJEVA%200012/A","BIANKINIJEVA 0012/A","25,00","poslovni prostor","VRLIĆ ANTON","ugovor o privremenom korištenju","atelje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BIANKINIJEVA%200012/B","BIANKINIJEVA 0012/B","25,00","poslovni prostor","NINA KURTELA","ugovor o korištenju","za potrebe ateljea"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BIJENIČKA%20CESTA%200097","BIJENIČKA CESTA 0097","802,72","poslovni prostor","GRADSKO KAZALIŠTE ŽAR PTICA","ugovor o korištenju","kultura"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BIJENIČKA%20CESTA%200097","BIJENIČKA CESTA 0097","425,00","poslovni prostor","BODY BUILDING KLUB ""OLYMPIA""","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BJELOVARSKA%200002","BJELOVARSKA 0002","125,32","poslovni prostor","OPĆINSKI SUD U SESVETAMA","u korištenju tijela državne vlasti",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BLEIWEISOVA%200028","BLEIWEISOVA 0028","106,61","poslovni prostor","KULTURNO- PROSVJETNO DRUŠTVO RUSINA I UKRAJINACA ZAGREBA","ugovor o zakupu","uredske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOGIŠIĆEVA%200002","BOGIŠIĆEVA 0002","20,00","poslovni prostor","REZALICA d.o.o.","ugovor o zakupu","frizerske djelatnosti, te uljepšavanje kose i pružanje usluge solarija"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOGIŠIĆEVA%200002","BOGIŠIĆEVA 0002","15,00","poslovni prostor","MASLE LJERKA / M. - P.G.V. d.o.o.","ugovor o zakupu","Masle Ljerka obavljat će urarsku djelatnost - popravak satova, a društvo M. - P.G.V. d.o.o. uredsku djelatnost - sjedište društva"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOGOVIĆEVA%200006","BOGOVIĆEVA 0006","28,96","poslovni prostor","UKRAS PROIZVODNJA DOO","ugovor o zakupu","trgovačka djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOGOVIĆEVA%200006","BOGOVIĆEVA 0006","10,00","poslovni prostor","ŽAMBOKI MARIO / PALAČINKA D.O.O.","ugovor o zakupu","trgovačke i ugostiteljske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOGOVIĆEVA%200006","BOGOVIĆEVA 0006","63,14","poslovni prostor","DENIM DOO / MARTIH DOO","ugovor o zakupu","ugostiteljske"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOGOVIĆEVA%200006","BOGOVIĆEVA 0006","44,00","poslovni prostor","KOBALI BRANKO / ZRINJEVAC DOO","ugovor o zakupu","trgovačka djelatnost neprehrambenim proizvodima i proizvodnja ostale odjeće-šešira i kapa"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOLNIČKA%20CESTA%200001","BOLNIČKA CESTA 0001","754,00","poslovni prostor","DOM ZA STARIJE I NEMOĆNE OSOBE SVETI JOSIP ZAGREB","upravljanje i korištenje","izvaninstitucionalne skrbi na području Gradskih četvrti Stenjevec i Podsused-Vrapče"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOLNIČKA%20CESTA%200003","BOLNIČKA CESTA 0003","305,00","poslovni prostor","BOKSAČKI KLUB ""TITAN GYM""","ugovor o korištenju","organiziranje i provođenje sustavnih treninga članova radi priprema za sportska natjecanja, poduku i treninge djece i mladeži, unapređenje stručnog rada i osposobljavanje kadrova u boksu"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOLNIČKA%20CESTA%200003/A","BOLNIČKA CESTA 0003/A","84,00","poslovni prostor","CENTAR ZA REHABILITACIJU ZAGREB","ugovor o zakupu","za potrebe rada ustanove"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOLNIČKA%20CESTA%200003/A","BOLNIČKA CESTA 0003/A","173,23","poslovni prostor","TAEKWONDO KLUB ""SUSEDGRAD-SOKOL""","ugovor o zakupu","djelatnosti taekwondo treninga i treninga univerzalne sportske škole"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BORISA%20PAPANDOPULA%200001","BORISA PAPANDOPULA 0001","93,90","poslovni prostor","MARTINA MEDIJA JDOO","ugovor o zakupu","prodaje prehrambenih proizvoda s naglaskom na pekarske proizvode, mlijeka i mliječnih proizvoda, alkoholnih pića i duhanskih proizvoda"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BORISA%20PAPANDOPULA%200003","BORISA PAPANDOPULA 0003","115,24","poslovni prostor","LOVAČKI SAVEZ GRADA ZAGREBA","ugovor o korištenju","provedbu redovnih uredsko-administrativnih poslova, sjednice Izvršnog odbora Saveza te svih ostalih sastanaka i raznih predavanja."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOSUTSKA%200016","BOSUTSKA 0016","67,51","poslovni prostor","UNION DD","ugovor o zakupu","trgovina na malo u nespecijaliziranim prodavaonicama pretežito hranom, pićima i duhanskim proizvodima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŠKOVIĆEVA%200003","BOŠKOVIĆEVA 0003","104,45","poslovni prostor","BONUS NEKRETNINE d.o.o.","ugovor o zakupu","agencija za posredovanje u prometu nekretnina"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŠKOVIĆEVA%200003","BOŠKOVIĆEVA 0003","22,15","poslovni prostor","PRINT STUDIO DOO","ugovor o zakupu","trgovačka djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŠKOVIĆEVA%200007/B","BOŠKOVIĆEVA 0007/B","46,20","poslovni prostor","REGENERACIJA DD","ugovor o zakupu","trgovina tepisima, tapiserijama i ostalim tekstilnim proizvodima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŠKOVIĆEVA%200007/B","BOŠKOVIĆEVA 0007/B","16,31","poslovni prostor","DARKO ŽUKINA","ugovor o zakupu","popravak i izrada nakita"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŠKOVIĆEVA%200007/B","BOŠKOVIĆEVA 0007/B","27,00","poslovni prostor","TOM OBOROVEČKI DOO","ugovor o zakupu","frizersko brijačka djelatnost"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŠKOVIĆEVA%200026","BOŠKOVIĆEVA 0026","86,00","poslovni prostor","AKADEMSKI AUTO MOTO KLUB SVEUČILIŠTE","ugovor o korištenju","potrebe knjigovodstva i kancelarijskih poslova vezanih uz poslovanje udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŠKOVIĆEVA%200026","BOŠKOVIĆEVA 0026","24,50","poslovni prostor","Suvlasnici zgrade Boškovićeva 26","bespravni korisnik",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOTIĆEV%20TRG%200002","BOTIĆEV TRG 0002","40,72","poslovni prostor","STAMBENA ZGRADA BOTIĆEV TRG 2","korisnik prostora bez ugovora",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽE%20I%20NIKOLE%20BIONDE%200007","BOŽE I NIKOLE BIONDE 0007","133,56","stan","HRABRI TELEFON","ugovor o korištenju","za rad i provedbu projekata udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽIDARA%20ADZIJE%200001","BOŽIDARA ADŽIJE 0001","19,48","poslovni prostor","REKSA SLAVKO","bespravni korisnik",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽIDARA%20MAGOVCA%200017","BOŽIDARA MAGOVCA 0017","2.259,86","poslovni prostor","MEĐUNARODNI CENTAR ZA USLUGE U KULTURI","ugovor o korištenju","potrebe organiziranja i provedbe vlastitih kulturnih i odgojno-obrazovnih programa, te ostvarivanja programske suradnje s drugim ustanovama kulture, umjetničkim organizacijama i udrugama."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽIDARA%20MAGOVCA%200017","BOŽIDARA MAGOVCA 0017","21,33","poslovni prostor","PETRAN UMT d.o.o.","ugovor o zakupu","muški frizer"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽIDARA%20MAGOVCA%200017","BOŽIDARA MAGOVCA 0017","22,86","poslovni prostor","MEĐUNARODNI CENTAR ZA USLUGE U KULTURI","ugovor o korištenju","obavljanje djelatnosti iz područja kulture i djelatnosti podružnice Posudionice i radionice narodnih nošnji."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽIDARA%20MAGOVCA%200017","BOŽIDARA MAGOVCA 0017","91,61","poslovni prostor","BLAŽANOVIĆ JOSIP","ugovor o zakupu","ugostiteljske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽIDARA%20MAGOVCA%200017","BOŽIDARA MAGOVCA 0017","22,80","poslovni prostor","MEĐUNARODNI CENTAR ZA USLUGE U KULTURI","ugovor o korištenju","obavljanje djelatnosti iz područja kulture i djelatnosti podružnice Posudionice i radionice narodnih nošnji."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽIDARA%20MAGOVCA%200070","BOŽIDARA MAGOVCA 0070","191,00","sklonište","Taekwondo klub ""Medvedgrad"" Zagreb","ugovor o korištenju","za potrebe održavanja treninga za članove udruge-sportska taekwondo igraonica, škola taekwondoa i natjecateljske skupine, za potrebe rekreacije za odrasle, prijateljskih susreta sa drugim sportskim taekwondo klubovima, raznih sportskih predavanja i pripreme za turnire međunarodnog značaja, za potrebe ureda, održavanja radionica i resursnog centra na prostoru grada Zagreba, edukacije i dodatnog usavršavanja stručnih osoba za rad s mladima"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽIDARA%20MAGOVCA%200085","BOŽIDARA MAGOVCA 0085","13,00","garažno mjesto","KOSANOVIĆ DANKO","ugovor o zakupu","smještaj vozila"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BOŽIDAREVIĆEVA%200002","BOŽIDAREVIĆEVA 0002","114,79","poslovni prostor","PLASTING ORTOPEDIJA d.o.o.","ugovor o zakupu","proizvodnja ortoza, proteza, ortopedskih cipela, ortopedskih uložaka, maloprodaja medicinskih proizvoda: štapova, štaka, hodalica, kolica, antidekubitalnih madraca i jastuka, te proizvoda za dijabetičare, pomagala za probavu, vrećica, katetera, pelena, toaletnog programa, medicinskih čarapa, izdavanje medicinskih pomagala na doznake, kao i suradnja sa Zavodom za zdravstveno osiguranje"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200001","BRAĆE CVIJIĆA 0001","93,32","poslovni prostor","MESNA INDUSTRIJA VAJDA D.D.","ugovor o zakupu","trgovina mesom i mesnim prerađevinama"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200001","BRAĆE CVIJIĆA 0001","46,48","poslovni prostor","ŠILJKOVIĆ DANE / THE WIRE d.o.o.","ugovor o zakupu","ugostiteljske djelatnosti"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200003","BRAĆE CVIJIĆA 0003","93,32","poslovni prostor","GEOFOCUS D.O.O.","ugovor o zakupu","uredska djelatnost u polju geodezije, građevine i geofizičkih radova"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200005","BRAĆE CVIJIĆA 0005","46,66","poslovni prostor","UDRUGA ZA PROMICANJE KVALITETNOG OBRAZOVANJA MLADIH S INVALIDITETOM ""ZAMISLI""","ugovor o korištenju","za aktivnosti vezane uz rad međunarodnih volontera EVS službe i programe EU za sudjelovanje u projektima, edukaciju, informiranje, te za ured voditelja međunarodne suradnje i koordinatora u međunarodnoj suradnji. Aktivnosti na kojima volonteri sudjeluju su: 1) Prostorno uređenje, 2) Osmišljavanje i sudjelovanje u aktivnostima za klub za mlade Zagreb, 3) Davanje jezične poduke, 4) Pisanje članaka za magazin, lookbooki ostalih medijskih objava, 5) Informiranje mladih o Erasmus+ mogućnostima, 6) Osmišljavanje i proveđenje radionica za mlade"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200007","BRAĆE CVIJIĆA 0007","46,66","poslovni prostor","SAVEZ ROMA U REPUBLICI HRVATSKOJ ""KALI SARA""","ugovor o korištenju","za edukaciju romskog stanovništva, proučavanje romskog jezika, izdavanje tiskovina na romskom jeziku i održavanje radionica za romsku populaciju."
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200007","BRAĆE CVIJIĆA 0007","46,66","poslovni prostor","STJEPAN MARTINKEC","sudski i ostali postupci u tijeku-Grad nije u posjedu",""
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200009","BRAĆE CVIJIĆA 0009","47,53","poslovni prostor","UDRUGA KAMENSKO","ugovor o korištenju","za sastanke, vođenje knjigovodstva, te održavanje edukacije u štrikanju, heklanju i izradi nakita"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200009","BRAĆE CVIJIĆA 0009","46,66","poslovni prostor","BERC LIDIJA","ugovor o zakupu","frizerska i kozmetičarska za žene"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200011","BRAĆE CVIJIĆA 0011","46,66","poslovni prostor","VODOSTOP D.O.O.","ugovor o zakupu","uredski i administrativni poslovi vezani za izvođenje hitnih intervencija na instalacijama dovoda i odvoda vode"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200013","BRAĆE CVIJIĆA 0013","46,66","poslovni prostor","ZAGREBAČKA UDRUGA POTROŠAČA","ugovor o privremenom korištenju","za potrebe rada udruge"
"http://www1.zagreb.hr/zagreb/gradskaimovina.nsf/FLPrikaz?OpenForm&RestrictToCategory=BRAĆE%20CVIJIĆA%200015","BRAĆE CVIJIĆA 0015","89,68","poslovni prostor","ČAROBNA ŠUMA D.O.O.","ugovor o zakupu","kreativne umjetničke i zabavne umjetnosti, kao što su organiziranje priredbi, zabavnih manifestacija, rođendanskih proslava, tečajeva (glazbenih, likovnih), te podukom iz plesa i stranih jezika, pretežno za djecu predškolske i školske dobi"
